patent_id,ipc8,ipc_num
JP2015216958A, A63F   7/02        20060101AFI20151110BHJP,1
JP2015188816A, C02F  11/14        20060101AFI20151006BHJP         ,1
JP2015188816A,  B01D  11/02        20060101ALI20151006BHJP         ,2
JP2015188816A,  B01D  53/44        20060101ALI20151006BHJP         ,3
JP2015188816A,  B01D  53/74        20060101ALI20151006BHJP         ,4
JP2015188816A,  B01D  53/77        20060101ALI20151006BHJP,5
JP2015196328A, B41J   2/01        20060101AFI20151013BHJP,1
JP2015210652A, G06T   1/00        20060101AFI20151027BHJP         ,1
JP2015210652A,  G01M  11/00        20060101ALI20151027BHJP         ,2
JP2015210652A,  G01N  21/896       20060101ALI20151027BHJP,3
JP2015217191A, A63F   7/02        20060101AFI20151110BHJP,1
JP2015231780A, B60G   7/00        20060101AFI20151201BHJP,1
JP2015217575A, B44C   1/165       20060101AFI20151110BHJP         ,1
JP2015217575A,  B32B   7/02        20060101ALI20151110BHJP         ,2
JP2015217575A,  B42D  25/328       20140101ALI20151110BHJP         ,3
JP2015217575A,  B42D  25/40        20140101ALI20151110BHJP         ,4
JP2015217575A,  G03H   1/02        20060101ALI20151110BHJP,5
JP2015211081A, H01L  21/301       20060101AFI20151027BHJP         ,1
JP2015211081A,  C09J   7/02        20060101ALI20151027BHJP         ,2
JP2015211081A,  C09J 201/00        20060101ALI20151027BHJP,3
JP2015217664A, B41M   3/14        20060101AFI20151110BHJP         ,1
JP2015217664A,  B42D  25/29        20140101ALI20151110BHJP         ,2
JP2015217664A,  G09F   3/02        20060101ALI20151110BHJP,3
JP2015189727A, A61K   8/34        20060101AFI20151006BHJP         ,1
JP2015189727A,  A61K   8/02        20060101ALI20151006BHJP         ,2
JP2015189727A,  A61K   8/73        20060101ALI20151006BHJP         ,3
JP2015189727A,  A61K   8/86        20060101ALI20151006BHJP         ,4
JP2015189727A,  A61Q   5/00        20060101ALI20151006BHJP         ,5
JP2015189727A,  A61Q   5/02        20060101ALI20151006BHJP,6
JP2015211423A, H04N   1/00        20060101AFI20151027BHJP         ,1
JP2015211423A,  B41J  29/40        20060101ALI20151027BHJP,2
JP2015218261A, C08L 101/00        20060101AFI20151110BHJP         ,1
JP2015218261A,  C08K   5/37        20060101ALI20151110BHJP         ,2
JP2015218261A,  C08L  63/00        20060101ALI20151110BHJP,3
JP2015197652A, G02B   6/42        20060101AFI20151013BHJP         ,1
JP2015197652A,  G02B   6/44        20060101ALI20151013BHJP         ,2
JP2015197652A,  H01L  31/02        20060101ALI20151013BHJP         ,3
JP2015197652A,  H01S   5/022       20060101ALI20151013BHJP,4
JP2015500020A, C12M   1/18        20060101AFI20141202BHJP         ,1
JP2015500020A,  C12M   1/00        20060101ALI20141202BHJP         ,2
JP2015500020A,  C12N   1/00        20060101ALI20141202BHJP         ,3
JP2015500020A,  C12N   5/09        20100101ALI20141202BHJP,4
JP2015522619A, C07D 451/02        20060101AFI20150710BHJP         ,1
JP2015522619A,  A61K  31/439       20060101ALI20150710BHJP         ,2
JP2015522619A,  A61K  31/5386      20060101ALI20150710BHJP         ,3
JP2015522619A,  A61P   1/00        20060101ALI20150710BHJP         ,4
JP2015522619A,  A61P  25/04        20060101ALI20150710BHJP         ,5
JP2015522619A,  A61P  25/18        20060101ALI20150710BHJP         ,6
JP2015522619A,  A61P  25/28        20060101ALI20150710BHJP         ,7
JP2015522619A,  A61P  39/00        20060101ALI20150710BHJP         ,8
JP2015522619A,  A61P  43/00        20060101ALI20150710BHJP         ,9
JP2015522619A,  C07D 451/14        20060101ALI20150710BHJP         ,10
JP2015522619A,  C07D 453/02        20060101ALI20150710BHJP         ,11
JP2015522619A,  C07D 498/08        20060101ALI20150710BHJP         ,12
JP2015522619A,  C07D 519/00        20060101ALI20150710BHJP,13
JP2015226865A, B02B   5/02        20060101AFI20151120BHJP         ,1
JP2015226865A,  B02B   3/04        20060101ALI20151120BHJP         ,2
JP2015226865A,  B02B   7/00        20060101ALI20151120BHJP         ,3
JP2015226865A,  B02B   7/02        20060101ALI20151120BHJP         ,4
JP2015226865A,  F26B  25/00        20060101ALI20151120BHJP,5
JP2016001709A, H01L  27/146       20060101AFI20151204BHJP,1
JP2016008997A, G09F  13/16        20060101AFI20151215BHJP         ,1
JP2016008997A,  E01F   9/669       20160101ALI20151215BHJP         ,2
JP2016008997A,  G02B   5/128       20060101ALI20151215BHJP         ,3
JP2016008997A,  G09F   7/18        20060101ALI20151215BHJP,4
JP2015227934A, G02B   1/11        20150101AFI20151120BHJP         ,1
JP2015227934A,  B32B   7/02        20060101ALI20151120BHJP         ,2
JP2015227934A,  B32B  27/20        20060101ALI20151120BHJP         ,3
JP2015227934A,  G02B   1/10        20060101ALI20151120BHJP         ,4
JP2015227934A,  G02B   5/30        20060101ALI20151120BHJP         ,5
JP2015227934A,  G02F   1/1335      20060101ALI20151120BHJP,6
JP2015228268A, G06Q  10/06        20120101AFI20151120BHJP         ,1
JP2015228268A,  G06F  13/00        20060101ALI20151120BHJP,2
JP2015531872A, G01J   1/02        20060101AFI20151009BHJP         ,1
JP2015531872A,  B81B   1/00        20060101ALI20151009BHJP         ,2
JP2015531872A,  B81C   1/00        20060101ALI20151009BHJP,3
JP2015524293A, A61L   2/10        20060101AFI20150728BHJP         ,1
JP2015524293A,  A61N   5/06        20060101ALI20150728BHJP,2
JP2015532000A, H01L  35/32        20060101AFI20151009BHJP         ,1
JP2015532000A,  A47C   7/74        20060101ALI20151009BHJP         ,2
JP2015532000A,  A47C  21/04        20060101ALI20151009BHJP,3
JP2016009891A, H04W  72/04        20090101AFI20151215BHJP         ,1
JP2016009891A,  H04M   1/00        20060101ALI20151215BHJP         ,2
JP2016009891A,  H04W  28/18        20090101ALI20151215BHJP         ,3
JP2016009891A,  H04W  88/02        20090101ALI20151215BHJP,4
JP2015524677A, A63F  13/352       20140101AFI20150731BHJP         ,1
JP2015524677A,  A63F  13/30        20140101ALI20150731BHJP         ,2
JP2015524677A,  A63F  13/79        20140101ALI20150731BHJP         ,3
JP2015524677A,  A63F  13/795       20140101ALI20150731BHJP         ,4
JP2015524677A,  G06F  13/00        20060101ALI20150731BHJP,5
JP2016016885A, B65D  35/02        20060101AFI20160105BHJP,1
JP2015228955A, A61B  19/00        20060101AFI20151124BHJP         ,1
JP2015228955A,  A61B   1/00        20060101ALI20151124BHJP         ,2
JP2015228955A,  A61B   1/04        20060101ALI20151124BHJP,3
JP2015221615A, B60K  35/00        20060101AFI20151113BHJP         ,1
JP2015221615A,  A01B  63/00        20060101ALI20151113BHJP         ,2
JP2015221615A,  A01B  69/00        20060101ALI20151113BHJP         ,3
JP2015221615A,  B60K  37/04        20060101ALI20151113BHJP         ,4
JP2015221615A,  B60K  37/06        20060101ALI20151113BHJP         ,5
JP2015221615A,  G05D   1/02        20060101ALI20151113BHJP,6
JP2015533195A, C23C  16/54        20060101AFI20151023BHJP         ,1
JP2015533195A,  B65G  49/06        20060101ALI20151023BHJP         ,2
JP2015533195A,  C23C  16/44        20060101ALI20151023BHJP         ,3
JP2015533195A,  H01L  21/02        20060101ALI20151023BHJP         ,4
JP2015533195A,  H01L  21/205       20060101ALI20151023BHJP         ,5
JP2015533195A,  H01L  21/677       20060101ALI20151023BHJP,6
JP2016017862A, G01Q  10/04        20100101AFI20160105BHJP,1
JP2016004016A, G01L  19/06        20060101AFI20151208BHJP,1
JP2016018224A, G06Q  50/22        20120101AFI20160105BHJP,1
JP2016025237A, H01L  25/07        20060101AFI20160112BHJP         ,1
JP2016025237A,  H01L  21/603       20060101ALI20160112BHJP         ,2
JP2016025237A,  H01L  25/18        20060101ALI20160112BHJP,3
JP2016018538A, G06T   7/00        20060101AFI20160105BHJP,1
JP2016004501A, G06F   3/0488      20130101AFI20151208BHJP,1
JP2016018584A, H01M  10/052       20100101AFI20160105BHJP         ,1
JP2016018584A,  H01M   2/02        20060101ALI20160105BHJP         ,2
JP2016018584A,  H01M   4/587       20100101ALI20160105BHJP         ,3
JP2016018584A,  H01M   4/62        20060101ALI20160105BHJP         ,4
JP2016018584A,  H01M   4/64        20060101ALI20160105BHJP         ,5
JP2016018584A,  H01M  10/0587      20100101ALI20160105BHJP,6
JP2016018893A, H01L  33/58        20100101AFI20160105BHJP         ,1
JP2016018893A,  G02B   3/04        20060101ALI20160105BHJP         ,2
JP2016018893A,  G02B   3/08        20060101ALI20160105BHJP,3
JP2016025739A, H02G   3/14        20060101AFI20160112BHJP         ,1
JP2016025739A,  B60R  16/02        20060101ALI20160112BHJP         ,2
JP2016025739A,  H05K   5/02        20060101ALI20160112BHJP         ,3
JP2016025739A,  H05K   5/03        20060101ALI20160112BHJP,4
JP2016012215A, G06T   7/00        20060101AFI20151218BHJP         ,1
JP2016012215A,  G07G   1/00        20060101ALI20151218BHJP,2
JP2015526893A, H01G   4/00        20060101AFI20150814BHJP         ,1
JP2015526893A,  H01G   4/10        20060101ALI20150814BHJP         ,2
JP2015526893A,  H01G   4/33        20060101ALI20150814BHJP,3
JP2016032533A, A61B  90/00        20160101AFI20160212BHJP         ,1
JP2016032533A,  B25J   3/00        20060101ALI20160212BHJP,2
JP2016032544A, A63F  13/58        20140101AFI20160212BHJP         ,1
JP2016032544A,  A63F  13/533       20140101ALI20160212BHJP         ,2
JP2016032544A,  A63F  13/69        20140101ALI20160212BHJP         ,3
JP2016032544A,  A63F  13/798       20140101ALI20160212BHJP,4
JP2016012697A, H01C   7/04        20060101AFI20151218BHJP         ,1
JP2016012697A,  G01K   7/22        20060101ALI20151218BHJP,2
JP2016012811A, H04N   5/225       20060101AFI20151218BHJP         ,1
JP2016012811A,  H04N   5/232       20060101ALI20151218BHJP         ,2
JP2016012811A,  H04N   5/91        20060101ALI20151218BHJP,3
JP2016013153A, A61F  13/15        20060101AFI20151228BHJP         ,1
JP2016013153A,  A61F  13/472       20060101ALI20151228BHJP         ,2
JP2016013153A,  A61F  13/515       20060101ALI20151228BHJP,3
JP2015512629A, C12N   5/076       20100101AFI20150403BHJP         ,1
JP2015512629A,  C12Q   1/04        20060101ALI20150403BHJP,2
JP2016026881A, B23K  26/082       20140101AFI20160122BHJP         ,1
JP2016026881A,  B23K  26/00        20140101ALI20160122BHJP         ,2
JP2016026881A,  B23K  26/03        20060101ALI20160122BHJP         ,3
JP2016026881A,  B23K  26/064       20140101ALI20160122BHJP         ,4
JP2016026881A,  B23K  26/067       20060101ALI20160122BHJP         ,5
JP2016026881A,  B23K  26/382       20140101ALI20160122BHJP,6
JP2016040343A, C09J   7/02        20060101AFI20160226BHJP         ,1
JP2016040343A,  B32B  27/00        20060101ALI20160226BHJP         ,2
JP2016040343A,  C09J 175/04        20060101ALI20160226BHJP         ,3
JP2016040343A,  C09J 201/00        20060101ALI20160226BHJP,4
JP2016027039A, A61K  31/4704      20060101AFI20160122BHJP         ,1
JP2016027039A,  A61K  47/02        20060101ALI20160122BHJP         ,2
JP2016027039A,  A61K  47/06        20060101ALI20160122BHJP         ,3
JP2016027039A,  A61K  47/14        20060101ALI20160122BHJP         ,4
JP2016027039A,  A61K  47/32        20060101ALI20160122BHJP         ,5
JP2016027039A,  A61K  47/34        20060101ALI20160122BHJP         ,6
JP2016027039A,  A61K  47/44        20060101ALI20160122BHJP         ,7
JP2016027039A,  A61P  11/04        20060101ALI20160122BHJP         ,8
JP2016027039A,  A61P  27/14        20060101ALI20160122BHJP         ,9
JP2016027039A,  A61P  37/08        20060101ALI20160122BHJP         ,10
JP2016027039A,  A61P  43/00        20060101ALI20160122BHJP,11
JP2015520468A, G06F  11/00        20060101AFI20150619BHJP,1
JP2016027173A, C08F   2/44        20060101AFI20160122BHJP         ,1
JP2016027173A,  C08F 290/06        20060101ALI20160122BHJP         ,2
JP2016027173A,  C08G  18/10        20060101ALI20160122BHJP         ,3
JP2016027173A,  C08L  75/14        20060101ALI20160122BHJP,4
JP2016027229A, E04H  15/48        20060101AFI20160122BHJP         ,1
JP2016027229A,  E04H  15/34        20060101ALI20160122BHJP,2
JP2016041038A, A01K   1/015       20060101AFI20160304BHJP         ,1
JP2016041038A,  A01K  23/00        20060101ALI20160304BHJP,2
JP2016048434A, G06Q  50/10        20120101AFI20160311BHJP         ,1
JP2016048434A,  G06F  11/30        20060101ALI20160311BHJP         ,2
JP2016048434A,  G06F  13/00        20060101ALI20160311BHJP,3
JP2015536499A, G06Q  50/22        20120101AFI20151124BHJP         ,1
JP2015536499A,  G06F  17/30        20060101ALI20151124BHJP         ,2
JP2015536499A,  G16H  10/60        20180101A I20191014RMUS,3
JP2016048546A, G07D   9/00        20060101AFI20160311BHJP,1
JP2016048641A, H01B   7/00        20060101AFI20160311BHJP         ,1
JP2016048641A,  H01B  13/00        20060101ALI20160311BHJP         ,2
JP2016048641A,  H01B  13/012       20060101ALI20160311BHJP         ,3
JP2016048641A,  H01R   4/64        20060101ALI20160311BHJP,4
JP2016021285A, F21S   2/00        20160101AFI20160108BHJP,1
JP2015536892A, C03C  17/22        20060101AFI20151201BHJP         ,1
JP2015536892A,  B32B   9/00        20060101ALI20151201BHJP         ,2
JP2015536892A,  B32B  17/06        20060101ALI20151201BHJP         ,3
JP2015536892A,  C03C  17/245       20060101ALI20151201BHJP         ,4
JP2015536892A,  C03C  21/00        20060101ALI20151201BHJP         ,5
JP2015536892A,  C23C  14/34        20060101ALI20151201BHJP         ,6
JP2015536892A,  C23C  14/54        20060101ALI20151201BHJP         ,7
JP2015536892A,  C23C  16/44        20060101ALI20151201BHJP,8
JP2016041669A, A61K   8/42        20060101AFI20160304BHJP         ,1
JP2016041669A,  A61K   8/362       20060101ALI20160304BHJP         ,2
JP2016041669A,  A61K   8/365       20060101ALI20160304BHJP         ,3
JP2016041669A,  A61K   8/65        20060101ALI20160304BHJP         ,4
JP2016041669A,  A61K   8/73        20060101ALI20160304BHJP         ,5
JP2016041669A,  A61K   8/81        20060101ALI20160304BHJP         ,6
JP2016041669A,  A61Q  19/00        20060101ALI20160304BHJP,7
JP2016007422A, A61B   6/00        20060101AFI20151215BHJP,1
JP2016021593A, H01G  11/62        20130101AFI20160108BHJP         ,1
JP2016021593A,  H01G  11/60        20130101ALI20160108BHJP,2
JP2016034972A, A01N  53/06        20060101AFI20160219BHJP         ,1
JP2016034972A,  A01N  25/10        20060101ALI20160219BHJP         ,2
JP2016034972A,  A01P  17/00        20060101ALI20160219BHJP,3
JP2016021984A, A61L  27/00        20060101AFI20160112BHJP         ,1
JP2016021984A,  A61K  31/573       20060101ALI20160112BHJP         ,2
JP2016021984A,  A61K  38/27        20060101ALI20160112BHJP         ,3
JP2016021984A,  A61K  47/36        20060101ALI20160112BHJP         ,4
JP2016021984A,  A61K  47/42        20060101ALI20160112BHJP,5
JP2016022111A, A61B   5/055       20060101AFI20160112BHJP,1
JP2016035368A, F28F  21/08        20060101AFI20160219BHJP         ,1
JP2016035368A,  C22C  21/00        20060101ALI20160219BHJP,2
JP2016022256A, A61B   6/00        20060101AFI20160112BHJP,1
JP2016057085A, G01S  17/50        20060101AFI20160328BHJP         ,1
JP2016057085A,  G01P   3/36        20060101ALI20160328BHJP         ,2
JP2016057085A,  G01S   7/481       20060101ALI20160328BHJP,3
JP2016035550A, G03G  21/00        20060101AFI20160219BHJP,1
JP2016057235A, G01V   3/12        20060101AFI20160328BHJP,1
JP2016029330A, F25D  23/00        20060101AFI20160205BHJP         ,1
JP2016029330A,  B05B   5/057       20060101ALI20160205BHJP,2
JP2016042839A, A01K   1/015       20060101AFI20160307BHJP,1
JP2016015905A, C12G   3/02        20060101AFI20160105BHJP,1
JP2016065252A, C08L  67/00        20060101AFI20160401BHJP         ,1
JP2016065252A,  C08J   3/20        20060101ALI20160401BHJP         ,2
JP2016065252A,  C08K   5/29        20060101ALI20160401BHJP         ,3
JP2016065252A,  C08L 101/00        20060101ALI20160401BHJP,4
JP2016023060A, B66B  29/00        20060101AFI20160112BHJP         ,1
JP2016023060A,  B66B  29/04        20060101ALI20160112BHJP         ,2
JP2016023060A,  G01S  17/88        20060101ALI20160112BHJP         ,3
JP2016023060A,  G01V   8/20        20060101ALI20160112BHJP,4
JP2016036290A, A01G   9/12        20060101AFI20160222BHJP         ,1
JP2016036290A,  A01G   1/00        20060101ALI20160222BHJP         ,2
JP2016036290A,  A01G   9/00        20060101ALI20160222BHJP         ,3
JP2016036290A,  E04F  13/08        20060101ALI20160222BHJP         ,4
JP2016036290A,  E04F  13/21        20060101ALI20160222BHJP,5
JP2016023106A, C01B   3/38        20060101AFI20160112BHJP         ,1
JP2016023106A,  B01J   7/00        20060101ALI20160112BHJP         ,2
JP2016023106A,  H01M   8/04        20060101ALI20160112BHJP,3
JP2016050726A, F25B   1/00        20060101AFI20160314BHJP         ,1
JP2016050726A,  H01L  23/427       20060101ALI20160314BHJP         ,2
JP2016050726A,  H05K   7/20        20060101ALI20160314BHJP,3
JP2016023341A, C22C  38/00        20060101AFI20160112BHJP         ,1
JP2016023341A,  C21D   9/46        20060101ALI20160112BHJP         ,2
JP2016023341A,  C22C  38/18        20060101ALI20160112BHJP         ,3
JP2016023341A,  C22C  38/60        20060101ALI20160112BHJP,4
JP2016058420A, H01L  21/205       20060101AFI20160328BHJP         ,1
JP2016058420A,  C23C  16/46        20060101ALI20160328BHJP         ,2
JP2016058420A,  C30B  29/06        20060101ALI20160328BHJP         ,3
JP2016058420A,  H01L  21/31        20060101ALI20160328BHJP,4
JP2016043892A, B60W  10/08        20060101AFI20160307BHJP         ,1
JP2016043892A,  B60K   6/48        20071001ALI20160307BHJP         ,2
JP2016043892A,  B60K   6/543       20071001ALI20160307BHJP         ,3
JP2016043892A,  B60L   3/00        20060101ALI20160307BHJP         ,4
JP2016043892A,  B60L   9/18        20060101ALI20160307BHJP         ,5
JP2016043892A,  B60L  15/20        20060101ALI20160307BHJP         ,6
JP2016043892A,  B60L  50/16        20190101A I20191014RMJP         ,7
JP2016043892A,  B60W  20/00        20160101ALI20160307BHJP,8
JP2016030419A, B32B  27/00        20060101AFI20160208BHJP         ,1
JP2016030419A,  B32B  27/30        20060101ALI20160208BHJP         ,2
JP2016030419A,  C08L  21/00        20060101ALI20160208BHJP         ,3
JP2016030419A,  C08L  25/06        20060101ALI20160208BHJP         ,4
JP2016030419A,  C08L  51/04        20060101ALI20160208BHJP         ,5
JP2016030419A,  C08L  71/12        20060101ALI20160208BHJP,6
JP2016058558A, H01L  35/22        20060101AFI20160328BHJP         ,1
JP2016058558A,  H01L  29/06        20060101ALI20160328BHJP         ,2
JP2016058558A,  H01L  35/14        20060101ALI20160328BHJP         ,3
JP2016058558A,  H01L  35/32        20060101ALI20160328BHJP         ,4
JP2016058558A,  H01L  35/34        20060101ALI20160328BHJP,5
JP2016030524A, B60W  10/08        20060101AFI20160208BHJP         ,1
JP2016030524A,  B60K   6/485       20071001ALI20160208BHJP         ,2
JP2016030524A,  B60L   3/00        20060101ALI20160208BHJP         ,3
JP2016030524A,  B60L  50/16        20190101A I20191014RMJP         ,4
JP2016030524A,  B60W  10/06        20060101ALI20160208BHJP         ,5
JP2016030524A,  B60W  20/00        20160101ALI20160208BHJP         ,6
JP2016030524A,  F02D  29/02        20060101ALI20160208BHJP,7
JP2016023854A, F25D  23/00        20060101AFI20160112BHJP,1
JP2016058696A, H01L  31/042       20060101AFI20160328BHJP         ,1
JP2016058696A,  H02S  20/26        20140101ALI20160328BHJP,2
JP2016051399A, G06F  11/30        20060101AFI20160314BHJP,1
JP2016073755A, A63F   7/02        20060101AFI20160408BHJP,1
JP2016089740A, F02D  41/04        20060101AFI20160418BHJP         ,1
JP2016089740A,  F02D  41/10        20060101ALI20160418BHJP         ,2
JP2016089740A,  F02D  41/38        20060101ALI20160418BHJP         ,3
JP2016089740A,  F02D  45/00        20060101ALI20160418BHJP,4
JP2016059162A, H02J  50/00        20160101AFI20160328BHJP         ,1
JP2016059162A,  H01M  10/44        20060101ALI20160328BHJP         ,2
JP2016059162A,  H02J   7/00        20060101ALI20160328BHJP         ,3
JP2016059162A,  H04M   1/00        20060101ALI20160328BHJP,4
JP2016044559A, F04D  29/58        20060101AFI20160307BHJP         ,1
JP2016044559A,  A47L   9/00        20060101ALI20160307BHJP         ,2
JP2016044559A,  F04D  29/00        20060101ALI20160307BHJP         ,3
JP2016044559A,  H02K   9/06        20060101ALI20160307BHJP,4
JP2016081817A, F21S   2/00        20160101AFI20160411BHJP         ,1
JP2016081817A,  D06N   3/00        20060101ALI20160411BHJP         ,2
JP2016081817A,  F21L   4/00        20060101ALI20160411BHJP         ,3
JP2016081817A,  F21V   3/00        20150101ALI20160411BHJP         ,4
JP2016081817A,  G09F   9/00        20060101ALI20160411BHJP         ,5
JP2016081817A,  G09F  13/18        20060101ALI20160411BHJP,6
JP2016081877A, H01J  47/02        20060101AFI20160411BHJP,1
JP2016031232A, G01S  19/33        20100101AFI20160208BHJP         ,1
JP2016031232A,  G01S  19/34        20100101ALI20160208BHJP         ,2
JP2016031232A,  G04G   5/00        20130101ALI20160208BHJP         ,3
JP2016031232A,  G04R  20/02        20130101ALI20160208BHJP,4
JP2016031311A, G01N  15/08        20060101AFI20160208BHJP,1
JP2016052155A, H02M   1/44        20070101AFI20160314BHJP         ,1
JP2016052155A,  A61B   6/03        20060101ALI20160314BHJP         ,2
JP2016052155A,  H02M   7/48        20070101ALI20160314BHJP         ,3
JP2016052155A,  H03H   5/02        20060101ALI20160314BHJP         ,4
JP2016052155A,  H03H   7/09        20060101ALI20160314BHJP,5
JP2016082112A, H05K  13/04        20060101AFI20160411BHJP         ,1
JP2016082112A,  H01L  21/60        20060101ALI20160411BHJP         ,2
JP2016082112A,  H05K   1/18        20060101ALI20160411BHJP         ,3
JP2016082112A,  H05K   3/34        20060101ALI20160411BHJP         ,4
JP2016082112A,  H05K  13/08        20060101ALI20160411BHJP,5
JP2016082175A, H01F  41/02        20060101AFI20160411BHJP         ,1
JP2016082175A,  B22F   3/00        20060101ALI20160411BHJP         ,2
JP2016082175A,  B22F   3/02        20060101ALI20160411BHJP         ,3
JP2016082175A,  B22F   3/24        20060101ALI20160411BHJP         ,4
JP2016082175A,  B22F   9/04        20060101ALI20160411BHJP         ,5
JP2016082175A,  C22C  33/02        20060101ALI20160411BHJP         ,6
JP2016082175A,  H01F   1/055       20060101ALI20160411BHJP         ,7
JP2016082175A,  H01F   1/08        20060101ALI20160411BHJP,8
JP2016024968A, H01M   4/525       20100101AFI20160112BHJP         ,1
JP2016024968A,  H01M   4/36        20060101ALI20160112BHJP,2
JP2016082557A, H04N   5/222       20060101AFI20160411BHJP         ,1
JP2016082557A,  G03B  15/00        20060101ALI20160411BHJP         ,2
JP2016082557A,  G03B  17/00        20060101ALI20160411BHJP         ,3
JP2016082557A,  G03B  37/00        20060101ALI20160411BHJP         ,4
JP2016082557A,  H04N   5/225       20060101ALI20160411BHJP         ,5
JP2016082557A,  H04N   5/232       20060101ALI20160411BHJP         ,6
JP2016082557A,  H04N   7/18        20060101ALI20160411BHJP,7
JP2016038467A, G02B   7/34        20060101AFI20160222BHJP         ,1
JP2016038467A,  G03B  13/36        20060101ALI20160222BHJP         ,2
JP2016038467A,  H01L  27/14        20060101ALI20160222BHJP         ,3
JP2016038467A,  H01L  27/146       20060101ALI20160222BHJP         ,4
JP2016038467A,  H04N   5/232       20060101ALI20160222BHJP         ,5
JP2016038467A,  H04N   5/369       20110101ALI20160222BHJP,6
JP2016045534A, G06F   9/445       20060101AFI20160307BHJP,1
JP2016045579A, G08B  25/04        20060101AFI20160307BHJP         ,1
JP2016045579A,  G08B  17/00        20060101ALI20160307BHJP         ,2
JP2016045579A,  G08B  21/10        20060101ALI20160307BHJP         ,3
JP2016045579A,  G08B  23/00        20060101ALI20160307BHJP,4
JP2016075185A, F04B  49/02        20060101AFI20160408BHJP,1
JP2016097957A, B60R  19/18        20060101AFI20160425BHJP,1
JP2016038948A, F21K   9/00        20160101AFI20160222BHJP         ,1
JP2016038948A,  F21S   2/00        20160101ALI20160222BHJP         ,2
JP2016038948A,  G02B   5/02        20060101ALI20160222BHJP,3
JP2016039167A, H01L  33/48        20100101AFI20160222BHJP,1
JP2016068480A, B29C  49/42        20060101AFI20160404BHJP         ,1
JP2016068480A,  B29C  49/22        20060101ALI20160404BHJP         ,2
JP2016068480A,  B29C  49/24        20060101ALI20160404BHJP,3
JP2016061043A, E01C  11/26        20060101AFI20160328BHJP,1
JP2016039473A, H04N   5/915       20060101AFI20160222BHJP         ,1
JP2016039473A,  H04N   5/765       20060101ALI20160222BHJP         ,2
JP2016039473A,  H04N   5/91        20060101ALI20160222BHJP         ,3
JP2016039473A,  H04N   7/18        20060101ALI20160222BHJP,4
JP2016083716A, B25J  19/00        20060101AFI20160415BHJP         ,1
JP2016083716A,  H02G  11/02        20060101ALI20160415BHJP,2
JP2016076156A, G06F   3/041       20060101AFI20160408BHJP         ,1
JP2016076156A,  G06F   3/045       20060101ALI20160408BHJP,2
JP2016083764A, B23Q   1/01        20060101AFI20160415BHJP         ,1
JP2016083764A,  B23Q   1/58        20060101ALI20160415BHJP         ,2
JP2016083764A,  B23Q   1/72        20060101ALI20160415BHJP         ,3
JP2016083764A,  B24B  41/06        20120101ALI20160415BHJP,4
JP2016061249A, F04B   9/10        20060101AFI20160328BHJP         ,1
JP2016061249A,  F15B  11/028       20060101ALI20160328BHJP,2
JP2016092061A, H01L  27/14        20060101AFI20160418BHJP         ,1
JP2016092061A,  H01L  21/3205      20060101ALI20160418BHJP         ,2
JP2016092061A,  H01L  21/768       20060101ALI20160418BHJP         ,3
JP2016092061A,  H01L  23/12        20060101ALI20160418BHJP         ,4
JP2016092061A,  H01L  23/522       20060101ALI20160418BHJP,5
JP2016099013A, F25B   1/00        20060101AFI20160425BHJP         ,1
JP2016099013A,  A47F   3/04        20060101ALI20160425BHJP         ,2
JP2016099013A,  F25B   5/02        20060101ALI20160425BHJP         ,3
JP2016099013A,  F25B   7/00        20060101ALI20160425BHJP         ,4
JP2016099013A,  F25D  11/00        20060101ALI20160425BHJP,5
JP2016046963A, B60L  11/18        20060101AFI20160307BHJP         ,1
JP2016046963A,  B60R  21/00        20060101ALI20160307BHJP         ,2
JP2016046963A,  F02B  43/00        20060101ALI20160307BHJP         ,3
JP2016046963A,  F02B  67/00        20060101ALI20160307BHJP         ,4
JP2016046963A,  F02M  21/02        20060101ALI20160307BHJP         ,5
JP2016046963A,  F02M  37/00        20060101ALI20160307BHJP         ,6
JP2016046963A,  H01M   8/04        20060101ALI20160307BHJP,7
JP2016047125A, A61B   8/00        20060101AFI20160311BHJP,1
JP2016054604A, B60L  11/18        20060101AFI20160318BHJP,1
JP2016084735A, F02F   1/42        20060101AFI20160415BHJP         ,1
JP2016084735A,  F02B  31/00        20060101ALI20160415BHJP         ,2
JP2016084735A,  F02F   1/00        20060101ALI20160415BHJP,3
JP2016092895A, H02P   6/16        20160101AFI20160418BHJP         ,1
JP2016092895A,  G03G  21/14        20060101ALI20160418BHJP,2
JP2016092943A, H02J   7/10        20060101AFI20160418BHJP         ,1
JP2016092943A,  H01M  10/44        20060101ALI20160418BHJP         ,2
JP2016092943A,  H01M  10/48        20060101ALI20160418BHJP,3
JP2016069960A, E02F   9/00        20060101AFI20160404BHJP         ,1
JP2016069960A,  B60K  13/02        20060101ALI20160404BHJP         ,2
JP2016069960A,  B60K  13/04        20060101ALI20160404BHJP         ,3
JP2016069960A,  F01P   5/06        20060101ALI20160404BHJP         ,4
JP2016069960A,  F01P  11/10        20060101ALI20160404BHJP         ,5
JP2016069960A,  F02B  77/13        20060101ALI20160404BHJP,6
JP2016047875A, C10M 125/02        20060101AFI20160311BHJP         ,1
JP2016047875A,  C10M 107/02        20060101ALI20160311BHJP,2
JP2016062722A, H01M   8/0606      20160101AFI20160328BHJP         ,1
