'ID,Serial No,Location,Mfg.,Type,Model,Reading Date,Reading Time,Reading Timezone,Hour Meter,Operator Logon,Equipment Idle,Equipment Meter Usage,Equipment Travel,Equipment Hydraulic
051,1A390076,Greencastle Materials,Crown Equipment Corporation,TSP,TSP6500-33,07/31/20,10:21:49 PM,EDT,34378.2,288.8,21.5,267.3,84.2,70.1
108,1A461707,Greencastle Materials,Crown Equipment Corporation,TSP,TSP6500-33,07/31/20,10:38:22 PM,EDT,18451.3,344.2,20.7,323.5,127.4,98.3
027,9A151775,Greencastle Materials,Crown Equipment Corporation,WAVE,WAV50-118,07/31/20,10:18:17 PM,EDT,5932.4,60.8,31.2,29.6,19.5,1.4
030,9A151774,Greencastle Materials,Crown Equipment Corporation,WAVE,WAV50-118,07/31/20,03:13:33 PM,EDT,6343.0,74.3,49.9,24.4,17.1,0.9
G06 F,6A342530,Greenville Warehouse,Crown Equipment Corporation,PR,PR4500-80,07/31/20,04:12:17 PM,EDT,114.0,23.4,11.3,12.1,15.6,1.2
G08 F,1A409330,Greenville Warehouse,Crown Equipment Corporation,RC5500,RC5520-30,07/31/20,02:34:52 PM,EDT,11770.1,136.2,72.9,63.4,49.1,16.4
G09 F,1A409339,Greenville Warehouse,Crown Equipment Corporation,RC5500,RC5520-30,07/31/20,02:41:00 PM,EDT,10903.3,103.2,60.2,43.0,34.9,13.5
G19 F,1A557590,Greenville Warehouse,Crown Equipment Corporation,RM6000,RM6025-45,07/31/20,02:47:19 PM,EDT,1183.0,147.3,52.2,95.1,51.1,19.1
G23 F,1A563999,Greenville Warehouse,Crown Equipment Corporation,RM6000,RM6025-45,07/31/20,05:57:10 PM,EDT,970.9,171.9,54.5,117.4,80.3,29.9
G03 F,1A402596,Greenville Warehouse,Crown Equipment Corporation,RR,RR5725-45,07/31/20,03:48:41 PM,EDT,1531.4,86.3,29.7,56.5,33.2,9.7
G05 F,1A402704,Greenville Warehouse,Crown Equipment Corporation,RR,RR5725-45,07/31/20,02:36:23 PM,EDT,1540.5,101.0,35.2,65.7,40.1,12.1
G12 F,1A406504,Greenville Warehouse,Crown Equipment Corporation,RR,RR5725-45,07/31/20,02:33:55 PM,EDT,2859.3,87.0,33.9,53.1,31.8,9.0
G16 F,1A548108,Greenville Warehouse,Crown Equipment Corporation,RR,RR5725-45,07/31/20,02:45:43 PM,EDT,1331.5,151.2,74.1,77.0,53.5,14.3
G11 F,9A193016,Greenville Warehouse,Crown Equipment Corporation,SC,SC5245-40,07/31/20,02:47:14 PM,EDT,8294.2,75.2,17.5,57.7,41.1,6.9
G15 F,1A548016,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,07/31/20,05:56:48 PM,EDT,529.8,66.9,48.7,18.2,18.2,4.7
G17 F,1A548131,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,07/31/20,02:54:53 PM,EDT,513.6,104.2,77.4,26.7,27.0,6.9
G18 F,1A556670,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,07/31/20,02:36:26 PM,EDT,538.1,139.7,101.1,38.6,37.9,11.0
G20 F,1A560158,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,07/31/20,02:38:56 PM,EDT,475.6,149.3,108.7,40.6,39.8,10.8
G21 F,1A560159,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,07/31/20,02:37:55 PM,EDT,424.5,148.7,109.9,38.8,40.3,10.1
G22 F,1A560160,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,07/31/20,02:43:12 PM,EDT,440.2,141.5,104.4,37.1,35.1,10.0
G14 F,9A178238,Greenville Warehouse,Crown Equipment Corporation,WAVE,WAV50-118,07/31/20,07:49:54 AM,EDT,336.2,16.2,7.3,8.9,5.1,1.2
KNC-,6A318790,Kinston,Crown Equipment Corporation,PE,PE4500-80,07/31/20,10:15:21 PM,EDT,2597.8,99.4,64.3,35.1,39.5,1.1
KNC-,1A384550,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,07/31/20,11:23:43 PM,EDT,7711.7,182.2,84.4,97.8,70.2,22.1
KNC-0908,1A355910,Kinston,Crown Equipment Corporation,RC5500,RC5545-40,07/30/20,10:15:53 AM,EDT,10062.1,157.4,142.2,15.2,10.3,2.0
KNC-,1A531533,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,07/31/20,04:31:41 PM,EDT,2308.8,245.3,196.2,49.1,36.6,8.6
KNC-,1A531534,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,07/31/20,01:52:31 PM,EDT,1715.6,181.8,131.0,50.8,40.8,6.2
KNC-,1A538905,Kinston,Crown Equipment Corporation,RC5500,RC5545-40,07/31/20,11:27:58 PM,EDT,3025.3,295.9,157.5,138.4,101.2,76.0
KNC-,1A545795,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,07/31/20,01:04:19 PM,EDT,1533.8,148.5,62.2,86.3,68.8,16.1
KNC-,1A545796,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,07/31/20,10:12:17 PM,EDT,1695.6,204.8,109.6,95.2,72.3,14.9
KNC-,1A548443,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,07/31/20,10:06:48 PM,EDT,1895.7,245.4,151.7,93.8,75.5,24.9
KNC-,1A548444,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,07/31/20,10:19:50 PM,EDT,1670.5,205.7,112.7,93.0,72.8,15.2
KNC-,1A568164,Kinston,Crown Equipment Corporation,RC5500,RC5545-40,07/31/20,10:42:21 PM,EDT,1938.2,377.5,151.1,226.4,165.8,42.4
KNC-,1A568165,Kinston,Crown Equipment Corporation,RC5500,RC5545-40,07/31/20,11:59:59 PM,EDT,1922.2,332.7,127.5,205.2,157.4,33.0
KNC-,1A581966,Kinston,Crown Equipment Corporation,RC5500,RC5545-40,07/31/20,10:08:11 PM,EDT,181.4,201.9,117.0,84.8,64.0,17.2
KNC-,1A581967,Kinston,Crown Equipment Corporation,RC5500,RC5545-40,07/31/20,10:44:02 PM,EDT,202.0,258.4,163.3,95.0,69.3,16.8
KNC-,1A559797,Kinston,Crown Equipment Corporation,RM6000,RM6025-45,07/31/20,02:18:25 PM,EDT,568.2,152.2,83.3,68.9,46.4,8.8
KNC-,1A559798,Kinston,Crown Equipment Corporation,RM6000,RM6025-45,07/31/20,02:34:29 PM,EDT,488.8,152.8,103.0,49.8,36.0,7.5
KNC-,1A563034,Kinston,Crown Equipment Corporation,RM6000,RM6025-45,07/31/20,05:48:32 PM,EDT,545.6,137.6,76.6,61.0,43.6,11.3
KNC-,1A547283,Kinston,Crown Equipment Corporation,SP,SP3550H-30,07/31/20,08:11:50 PM,EDT,161.7,120.7,108.9,11.8,9.9,4.8
KNC-,10180457,Kinston,Crown Equipment Corporation,TR 4500,TR4500-250,07/31/20,12:52:00 PM,EDT,52.1,67.7,61.1,6.6,7.1,0.0
KNC-,1A533739,Kinston,Crown Equipment Corporation,TSP,TSP6500-33,07/31/20,10:32:43 PM,EDT,2884.7,140.1,40.8,99.3,22.3,30.5
KNC-,1A533936,Kinston,Crown Equipment Corporation,TSP,TSP6500-33,07/31/20,10:22:03 PM,EDT,2948.4,159.9,47.5,112.4,26.6,36.3
KNC-,5A801477,Kinston,Crown Equipment Corporation,WP,WP2335-45,07/31/20,12:31:53 PM,EDT,548.7,66.1,62.2,3.8,3.4,0.5
KNC-,7A302202,Kinston,Crown Equipment Corporation,WP,WP3035-45,07/31/20,11:52:34 AM,EDT,5.6,58.4,58.4,0.0,0.0,0.1
118 O,1A421991,Minster,Crown Equipment Corporation,RC5500,RC5535-35,07/16/20,10:18:09 AM,EDT,74.5,0.0,0.0,0.0,0.0,0.0
140,9A211173,New Castle,Crown Equipment Corporation,FC,FC4525-60,07/31/20,03:01:35 PM,EDT,3857.0,74.4,20.8,53.7,40.5,7.2
156,9A190277,New Castle,Crown Equipment Corporation,FC,FC4525-60,07/31/20,03:07:07 PM,EDT,9734.6,205.8,25.0,180.8,128.9,13.1
157,9A222516,New Castle,Crown Equipment Corporation,FC,FC4525-60,07/29/20,04:50:11 PM,EDT,5003.9,43.4,8.9,34.5,23.4,3.1
158,9A191584,New Castle,Crown Equipment Corporation,FC,FC4525-60,07/31/20,10:58:18 PM,EDT,16277.8,191.6,43.0,148.6,118.8,9.7
159,10056001,New Castle,Crown Equipment Corporation,FC,FC5225-60,07/31/20,02:58:12 PM,EDT,2528.8,28.0,4.7,23.2,15.4,3.2
172,9A215216,New Castle,Crown Equipment Corporation,FC,FC-POWERUNIT,07/30/20,07:22:28 AM,EDT,273.3,11.2,2.3,8.9,6.5,0.0
720,CGC470L0232,New Castle,Crown Equipment Corporation,Hamech,CGC-70,07/24/20,01:21:43 PM,EDT,0.0,0.8,0.8,0.0,0.0,0.0
786,9A185059,New Castle,Crown Equipment Corporation,IC,C51050-65,07/31/20,10:19:46 PM,EDT,5561.3,20.1,0.5,19.6,10.4,1.4
961,6A309036,New Castle,Crown Equipment Corporation,PE,PE4500-80,07/31/20,06:15:24 PM,EDT,778.4,4.7,2.8,1.9,2.0,0.1
962,6A342092,New Castle,Crown Equipment Corporation,PE,PE4500-80,07/31/20,09:57:53 PM,EDT,1035.2,36.0,14.4,21.6,22.4,1.8
960,6A308960,New Castle,Crown Equipment Corporation,PR,PR4500-80,07/31/20,06:23:18 PM,EDT,49.6,7.0,5.8,1.2,1.3,0.0
958,6A307751,New Castle,Crown Equipment Corporation,PW,PW3520-80,07/31/20,10:00:12 PM,EDT,336.2,26.8,21.6,5.2,5.2,0.4
129,1A430225,New Castle,Crown Equipment Corporation,RC5500,RC5535-35,07/31/20,09:50:56 PM,EDT,1286.1,29.6,10.5,19.1,14.5,2.1
130,1A559768,New Castle,Crown Equipment Corporation,RC5500,RC5555-40,07/31/20,01:57:12 PM,EDT,1119.9,67.6,26.1,41.5,30.3,7.2
131,1A559769,New Castle,Crown Equipment Corporation,RC5500,RC5555-40,07/31/20,11:49:02 PM,EDT,2565.4,410.9,136.4,274.4,188.9,28.3
132,1A559770,New Castle,Crown Equipment Corporation,RC5500,RC5555-40,07/31/20,02:46:06 PM,EDT,1347.8,129.5,45.2,84.3,55.6,11.9
013,1A521875,New Castle,Crown Equipment Corporation,RM6000,RM6095S-45,07/31/20,02:29:33 PM,EDT,2864.0,137.2,57.1,80.1,36.4,11.2
014,1A548796,New Castle,Crown Equipment Corporation,RM6000,RM6095S-45,07/31/20,09:11:48 PM,EDT,1234.0,139.2,48.2,90.9,46.1,13.8
015,1A546960,New Castle,Crown Equipment Corporation,RM6000,RM6095S-45,07/31/20,08:44:57 PM,EDT,1999.3,175.2,66.5,108.7,62.3,23.4
012,1A432931,New Castle,Crown Equipment Corporation,RR,RR5725-45,07/31/20,08:53:41 PM,EDT,4266.6,107.0,32.8,74.2,52.2,11.8
134,9A191036,New Castle,Crown Equipment Corporation,SC,SC5245-35,07/31/20,10:45:56 PM,EDT,6691.1,210.6,70.7,139.9,95.9,13.5
135,9A191037,New Castle,Crown Equipment Corporation,SC,SC5245-35,07/31/20,10:32:10 PM,EDT,16822.1,162.2,71.6,90.6,64.9,13.2
306,10147671,New Castle,Crown Equipment Corporation,SHR/SH,SHR5540-35,07/31/20,01:44:49 PM,EDT,8.1,13.0,9.5,3.6,1.9,0.5
240,1A397018,New Castle,Crown Equipment Corporation,SP,SP3550H-30,07/31/20,01:38:32 PM,EDT,403.4,3.0,1.9,1.2,1.0,0.4
476,6A312867,New Castle,Crown Equipment Corporation,TR 4500,TR4500-250,07/31/20,11:00:44 PM,EDT,947.5,101.9,86.0,15.9,17.4,0.0
517,9A164505,New Castle,Crown Equipment Corporation,WAVE,WAV50-118,07/30/20,10:31:01 AM,EDT,1081.2,20.1,20.1,0.0,0.0,0.0
591,9A198237,New Castle,Crown Equipment Corporation,WAVE,WAV50-118,07/23/20,08:35:59 AM,EDT,232.5,0.0,0.0,0.0,0.0,0.0
840,10131513,New Castle,Crown Equipment Corporation,WP,WP3030-45,07/31/20,01:35:49 AM,EDT,124.5,43.0,34.9,8.0,8.0,0.8
107 F,10136503,NKO,Crown Equipment Corporation,FC,FC5225-60,07/31/20,12:17:04 PM,EDT,99.3,25.5,16.0,9.5,5.1,2.5
838 F,10127391,NKO,Crown Equipment Corporation,PW,PW3520-80,07/31/20,03:29:51 PM,EDT,36.4,6.8,5.2,1.6,1.6,0.1
005 F,1A466678,NKO,Crown Equipment Corporation,RM6000,RM6025-45,07/31/20,02:38:32 PM,EDT,7161.9,269.4,152.4,116.9,91.7,46.2
071 F,1A484690,NKO,Crown Equipment Corporation,RM6000,RM6025-45,07/16/20,07:21:40 AM,EDT,5313.5,47.2,27.0,20.2,14.3,4.6
076 F,1A548981,NKO,Crown Equipment Corporation,RM6000,RM6025-45,07/31/20,09:53:32 PM,EDT,2539.2,333.7,173.4,160.3,121.0,49.9
628 M,GS3004-,NKO,Genie Lift,Scissor Lift,GS-1930,07/28/20,10:21:31 AM,EDT,399.0,27.8,27.8,0.0,0.0,0.0
334 F,10154201,NKO,Crown Equipment Corporation,SHR/SH,SHR5540-35,07/31/20,09:58:41 PM,EDT,438.6,69.1,31.8,37.2,16.6,8.7
515 F,9A133803,NKO,Crown Equipment Corporation,WAVE,WAV50-118,07/31/20,01:14:10 PM,EDT,669.9,7.2,4.5,2.7,1.7,0.2
522 F,9A175858,NKO,Crown Equipment Corporation,WAVE,WAV50-118,07/31/20,10:18:32 PM,EDT,3384.6,75.2,61.9,13.3,8.7,0.9
836 F,7A268659,NKO,Crown Equipment Corporation,WP,WP3035-45,07/31/20,11:06:45 AM,EDT,83.5,15.0,12.2,2.7,2.7,0.1
509 F,10031060,Plant 1,Crown Equipment Corporation,WAVE,WAV60-118,07/31/20,11:48:32 AM,EDT,335.6,9.7,7.5,2.3,1.3,0.1
527 F,10028567,Plant 1,Crown Equipment Corporation,WAVE,WAV60-118,07/31/20,02:55:34 PM,EDT,300.8,37.1,30.5,6.6,4.6,0.5
821 F,7A310739,Plant 1,Crown Equipment Corporation,WP,WP3030-45,07/30/20,08:07:28 AM,EDT,8.6,0.4,0.4,0.0,0.0,0.0
809 F*,6A326369,Plant 10,Crown Equipment Corporation,PR,PR4500-80,07/31/20,09:57:17 PM,EDT,2906.5,205.3,170.5,34.8,42.1,3.9
962 F,6A320229,Plant 10,Crown Equipment Corporation,PW,PW3520-80,07/30/20,11:17:03 AM,EDT,54.6,1.7,1.2,0.4,0.4,0.0
009 F,1A515167,Plant 10,Crown Equipment Corporation,RM6000,RM6025-45,07/31/20,03:00:23 PM,EDT,1366.0,60.4,27.0,33.5,24.6,6.5
063 F,1A441755,Plant 10,Crown Equipment Corporation,RM6000,RM6025-45,07/31/20,02:40:15 PM,EDT,761.7,9.6,5.3,4.3,3.0,0.8
068 F,1A465928,Plant 10,Crown Equipment Corporation,RM6000,RM6025-45,07/31/20,02:31:57 PM,EDT,2400.8,114.1,78.6,35.5,28.8,11.6
147 F,9A205987,Plant 10,Crown Equipment Corporation,SC,SC5225-35,07/31/20,07:04:49 PM,EDT,11163.4,235.5,90.6,145.0,119.5,39.8
173 F,9A194687,Plant 10,Crown Equipment Corporation,SC,SC5225-35,07/31/20,10:47:07 PM,EDT,13513.0,201.9,78.2,123.7,102.1,37.0
686 M,GS4616P-,Plant 10,Genie Lift,Scissor Lift,GS-2032,07/31/20,02:48:34 PM,EDT,0.5,62.1,62.1,0.0,0.0,0.0
690 M,GS32P-,Plant 10,Genie Lift,Scissor Lift,GS-2032,07/31/20,10:38:45 AM,EDT,1.0,9.1,9.1,0.0,0.0,0.0
302 F,6A310684,Plant 10,Crown Equipment Corporation,SHR/SH,SHR5540-35,07/29/20,01:21:22 PM,EDT,30634.9,28.0,17.1,10.9,5.8,0.9
306 F,10154198,Plant 10,Crown Equipment Corporation,SHR/SH,SHR5540-35,07/31/20,02:01:49 PM,EDT,99.0,16.1,8.3,7.7,3.9,0.8
233 F,1A449467,Plant 10,Crown Equipment Corporation,TSP,TSP6000-30,07/31/20,10:48:52 PM,EDT,10394.8,252.0,17.3,234.7,94.6,89.8
234 F,1A311712,Plant 10,Crown Equipment Corporation,TSP,TSP6000-30,07/31/20,08:48:21 PM,EDT,39674.2,249.3,22.8,226.5,96.0,91.9
235 F,1A311648,Plant 10,Crown Equipment Corporation,TSP,TSP6000-30,07/30/20,08:48:06 AM,EDT,38108.9,78.3,8.2,70.1,27.5,26.3
501 F,9A164098,Plant 10,Crown Equipment Corporation,WAVE,WAV50-118,07/31/20,01:26:59 PM,EDT,923.7,17.7,10.5,7.1,3.6,0.4
064 M *,1A449962,Plant 11,Crown Equipment Corporation,RR,RR5725-45,07/30/20,01:33:02 PM,EDT,1447.4,1.9,0.7,1.2,0.6,0.2
609 M,9A192052,Plant 14,Crown Equipment Corporation,IC,C51050-65,07/31/20,01:35:37 PM,EDT,4593.7,25.1,0.1,25.0,18.0,1.1
780 M,10079368,Plant 14,Crown Equipment Corporation,IC,C51000-50,07/31/20,03:12:14 PM,EDT,738.5,27.8,0.0,27.8,17.9,1.1
105 M *,1A472711,Plant 14,Crown Equipment Corporation,RC5500,RC5535-35,07/31/20,02:51:28 PM,EDT,1469.2,60.8,31.3,29.5,20.2,6.2
601 M,GS4608-,Plant 14,Genie Lift,Scissor Lift,GS-2032,07/16/20,09:47:38 AM,EDT,0.0,3.8,3.8,0.0,0.0,0.0
603 M,32668,Plant 14,Genie Lift,Scissor Lift,GS-2032,07/28/20,11:22:20 AM,EDT,857.1,7.3,7.3,0.0,0.0,0.0
616 M,32666,Plant 14,Genie Lift,Scissor Lift,GS-2032,07/31/20,09:38:42 AM,EDT,402.0,3.6,3.6,0.0,0.0,0.0
631 M,GS32P-,Plant 14,Genie Lift,Scissor Lift,GS-2032,07/27/20,11:41:53 AM,EDT,0.0,10.7,10.7,0.0,0.0,0.0
682 M,GS46P-,Plant 14,Genie Lift,Scissor Lift,GS-3246,07/31/20,01:36:53 PM,EDT,15.9,40.2,36.2,4.0,4.0,0.0
