'ID,Serial No,Location,Mfg.,Type,Model,Reading Date,Reading Time,Reading Timezone,Hour Meter,Operator Logon,Equipment Idle,Equipment Meter Usage,Equipment Travel,Equipment Hydraulic
017,1A579677,Greencastle Materials,Crown Equipment Corporation,SP,SP4020-30,04/30/20,11:59:59 PM,EDT,39.4,133.3,93.9,39.4,39.1,12.7
017I,1A355892,Greencastle Materials,Crown Equipment Corporation,SP,SP3520-30,04/17/20,12:04:47 PM,EDT,9789.5,85.1,64.6,20.5,20.9,6.8
023,1A579678,Greencastle Materials,Crown Equipment Corporation,SP,SP4020-30,04/30/20,11:59:59 PM,EDT,26.4,86.9,60.7,26.2,26.1,8.0
023I,1A355891,Greencastle Materials,Crown Equipment Corporation,SP,SP3520-30,04/18/20,02:56:17 PM,EDT,10956.6,166.8,114.7,52.2,52.6,16.9
031,1A434081,Greencastle Materials,Crown Equipment Corporation,SP,SP3520-30,04/30/20,11:59:59 PM,EDT,18428.1,366.8,31.2,335.5,115.5,38.1
041,1A446323,Greencastle Materials,Crown Equipment Corporation,SP,SP3520-30,04/30/20,10:26:14 PM,EDT,15604.9,270.0,22.5,247.5,88.2,25.4
107,1A460243,Greencastle Materials,Crown Equipment Corporation,SP,SP3520-30,04/21/20,06:32:08 PM,EDT,10076.0,3.9,0.4,3.5,1.0,0.4
125,1A533209,Greencastle Materials,Crown Equipment Corporation,SP,SP4020-30,04/30/20,02:35:14 PM,EDT,2136.2,187.4,146.1,41.3,40.3,14.5
119,10078857,Greencastle Materials,Crown Equipment Corporation,TR 4500,TR4500-250,04/30/20,01:47:40 PM,EDT,320.5,102.7,89.8,12.9,12.4,0.0
120,10080345,Greencastle Materials,Crown Equipment Corporation,TR 4500,TR4500-250,04/30/20,02:20:12 PM,EDT,328.9,139.0,121.1,17.9,17.8,0.0
121,10082583,Greencastle Materials,Crown Equipment Corporation,TR 4500,TR4500-250,04/30/20,11:30:36 PM,EDT,531.5,64.9,40.1,24.8,24.9,0.0
122,10114149,Greencastle Materials,Crown Equipment Corporation,TR 4500,TR4500-250,04/30/20,03:41:04 PM,EDT,496.5,63.6,39.4,24.2,24.3,0.0
007,1A389950,Greencastle Materials,Crown Equipment Corporation,TSP,TSP6500-33,04/30/20,11:59:59 PM,EDT,30642.1,312.0,17.4,294.6,126.8,115.4
051,1A390076,Greencastle Materials,Crown Equipment Corporation,TSP,TSP6500-33,04/30/20,11:59:59 PM,EDT,33716.4,313.4,22.9,290.5,116.5,114.2
108,1A461707,Greencastle Materials,Crown Equipment Corporation,TSP,TSP6500-33,04/30/20,12:39:07 PM,EDT,17493.0,304.4,21.0,283.4,100.6,83.3
027,9A151775,Greencastle Materials,Crown Equipment Corporation,WAVE,WAV50-118,04/30/20,09:20:05 PM,EDT,5852.5,59.1,31.2,27.8,18.8,1.3
030,9A151774,Greencastle Materials,Crown Equipment Corporation,WAVE,WAV50-118,04/30/20,07:12:00 PM,EDT,6274.1,73.8,49.4,24.4,18.6,0.9
G06 F,6A342530,Greenville Warehouse,Crown Equipment Corporation,PR,PR4500-80,04/30/20,01:06:21 PM,EDT,88.2,20.5,11.4,9.0,11.5,0.9
G08 F,1A409330,Greenville Warehouse,Crown Equipment Corporation,RC5500,RC5520-30,04/30/20,05:39:58 PM,EDT,11620.8,128.2,89.5,38.8,28.2,10.9
G09 F,1A409339,Greenville Warehouse,Crown Equipment Corporation,RC5500,RC5520-30,04/30/20,02:46:41 PM,EDT,10789.2,91.4,57.0,34.4,25.6,10.2
G19 F,1A557590,Greenville Warehouse,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,05:31:24 PM,EDT,915.5,147.4,59.0,88.4,46.3,17.2
G23 F,1A563999,Greenville Warehouse,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,05:41:59 PM,EDT,665.2,180.6,64.2,116.4,79.5,27.8
G03 F,1A402596,Greenville Warehouse,Crown Equipment Corporation,RR,RR5725-45,04/30/20,04:13:01 PM,EDT,1302.9,110.9,35.7,75.2,41.7,11.9
G05 F,1A402704,Greenville Warehouse,Crown Equipment Corporation,RR,RR5725-45,04/30/20,02:35:44 PM,EDT,1351.0,138.6,55.8,82.8,49.7,15.3
G12 F,1A406504,Greenville Warehouse,Crown Equipment Corporation,RR,RR5725-45,04/30/20,03:03:57 PM,EDT,2679.0,110.9,34.3,76.7,43.8,12.8
G16 F,1A548108,Greenville Warehouse,Crown Equipment Corporation,RR,RR5725-45,04/30/20,02:45:42 PM,EDT,1115.9,139.3,65.8,73.5,47.1,12.4
G11 F,9A193016,Greenville Warehouse,Crown Equipment Corporation,SC,SC5245-40,04/30/20,02:40:05 PM,EDT,8112.9,98.6,27.4,71.2,50.1,8.5
G15 F,1A548016,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,04/30/20,02:36:40 PM,EDT,478.6,73.5,54.0,19.5,19.4,4.0
G17 F,1A548131,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,04/30/20,02:37:19 PM,EDT,446.5,106.2,76.3,29.9,28.7,7.9
G18 F,1A556670,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,04/30/20,02:43:13 PM,EDT,427.9,128.2,90.6,37.6,34.8,10.2
G20 F,1A560158,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,04/30/20,02:42:34 PM,EDT,357.6,139.0,100.9,38.0,35.2,11.0
G21 F,1A560159,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,04/29/20,02:38:40 PM,EDT,324.4,83.0,62.6,20.4,20.1,5.9
G22 F,1A560160,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,04/30/20,02:41:06 PM,EDT,337.6,117.0,86.5,30.6,30.3,8.5
G14 F,9A178238,Greenville Warehouse,Crown Equipment Corporation,WAVE,WAV50-118,04/30/20,02:34:54 PM,EDT,293.7,49.7,22.1,27.7,14.6,2.3
KNC-,6A318790,Kinston,Crown Equipment Corporation,PE,PE4500-80,04/30/20,09:45:39 PM,EDT,2504.0,81.1,54.9,26.2,29.6,0.9
KNC-SH-,6A300519,Kinston,Crown Equipment Corporation,PE,PE4500-60,04/30/20,02:39:44 PM,EDT,3553.5,77.2,47.7,29.5,33.5,2.7
KNC-,1A384550,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,04/30/20,11:30:45 PM,EDT,7442.5,195.9,106.1,89.8,63.9,17.6
KNC-0906,1A355908,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,04/30/20,11:59:59 PM,EDT,11026.5,215.9,185.0,30.9,24.5,7.5
KNC-0907,1A355909,Kinston,Crown Equipment Corporation,RC5500,RC5545-40,04/30/20,02:43:37 PM,EDT,9034.4,167.9,121.3,46.6,34.9,9.2
KNC-0908,1A355910,Kinston,Crown Equipment Corporation,RC5500,RC5545-40,04/30/20,11:42:23 PM,EDT,9983.5,201.7,134.3,67.4,50.9,12.1
KNC-,1A531533,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,04/30/20,10:24:36 PM,EDT,2135.5,200.5,108.1,92.4,70.7,12.6
KNC-,1A531534,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,04/30/20,11:59:59 PM,EDT,1563.3,212.3,157.0,55.3,44.5,6.2
KNC-,1A538905,Kinston,Crown Equipment Corporation,RC5500,RC5545-40,04/30/20,11:57:37 PM,EDT,2609.2,320.7,185.2,135.5,99.9,43.4
KNC-,1A545795,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,04/30/20,04:29:14 PM,EDT,1301.3,111.3,49.3,62.1,48.6,10.0
KNC-,1A545796,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,04/30/20,11:59:59 PM,EDT,1449.7,211.8,125.8,86.1,69.9,11.5
KNC-,1A548443,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,04/30/20,09:17:46 PM,EDT,1634.6,206.8,118.3,88.6,71.7,19.9
KNC-,1A548444,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,04/30/20,11:59:59 PM,EDT,1401.2,148.1,82.2,65.9,50.3,13.9
KNC-,1A568164,Kinston,Crown Equipment Corporation,RC5500,RC5545-40,04/30/20,11:59:59 PM,EDT,1297.5,398.6,182.7,215.8,159.8,47.0
KNC-,1A568165,Kinston,Crown Equipment Corporation,RC5500,RC5545-40,04/30/20,11:59:59 PM,EDT,1264.6,341.4,118.9,222.5,170.1,51.4
KNC-,1A559797,Kinston,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,10:58:20 AM,EDT,405.1,107.4,64.4,43.0,30.5,6.5
KNC-,1A559798,Kinston,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,02:21:18 PM,EDT,361.0,83.1,48.7,34.4,25.2,5.4
KNC-,1A563034,Kinston,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,02:30:15 PM,EDT,385.2,122.5,69.5,53.0,36.3,10.0
KNC-,1A547283,Kinston,Crown Equipment Corporation,SP,SP3550H-30,04/30/20,06:30:00 PM,EDT,128.5,125.2,113.1,12.1,10.1,4.4
KNC-,10180457,Kinston,Crown Equipment Corporation,TR 4500,TR4500-250,04/30/20,01:39:06 PM,EDT,33.6,75.5,68.9,6.7,7.3,0.0
KNC-,1A533739,Kinston,Crown Equipment Corporation,TSP,TSP6500-33,04/30/20,11:34:04 PM,EDT,2580.8,159.5,48.1,111.4,26.1,34.8
KNC-,1A533936,Kinston,Crown Equipment Corporation,TSP,TSP6500-33,04/30/20,10:02:59 PM,EDT,2604.9,172.2,50.5,121.7,29.6,40.1
KNC-,5A801477,Kinston,Crown Equipment Corporation,WP,WP2335-45,04/30/20,02:27:12 PM,EDT,537.6,53.1,49.2,3.8,3.5,0.4
KNC-,7A302202,Kinston,Crown Equipment Corporation,WP,WP3035-45,04/30/20,12:27:01 PM,EDT,5.6,59.6,59.6,0.0,0.0,0.2
118 O,1A421991,Minster,Crown Equipment Corporation,RC5500,RC5535-35,04/20/20,09:25:37 AM,EDT,74.5,0.4,0.4,0.0,0.0,0.0
140,9A211173,New Castle,Crown Equipment Corporation,FC,FC4525-60,04/30/20,01:04:08 PM,EDT,3762.5,46.4,14.7,31.8,22.7,4.0
156,9A190277,New Castle,Crown Equipment Corporation,FC,FC4525-60,04/30/20,10:11:27 PM,EDT,9253.8,188.6,27.3,161.4,114.1,12.0
157,9A222516,New Castle,Crown Equipment Corporation,FC,FC4525-60,04/30/20,10:32:05 PM,EDT,4882.2,77.9,13.2,64.7,44.1,6.4
158,9A191584,New Castle,Crown Equipment Corporation,FC,FC4525-60,04/30/20,11:53:54 PM,EDT,15934.2,159.4,38.6,120.8,94.6,7.7
159,10056001,New Castle,Crown Equipment Corporation,FC,FC5225-60,04/30/20,02:59:13 PM,EDT,2450.2,61.6,15.7,45.9,31.2,6.6
172,9A215216,New Castle,Crown Equipment Corporation,FC,FC-POWERUNIT,04/30/20,11:48:21 AM,EDT,250.5,7.1,1.5,5.7,4.3,0.0
720,CGC470L0232,New Castle,Crown Equipment Corporation,Hamech,CGC-70,04/24/20,10:02:42 PM,EDT,0.0,0.3,0.3,0.0,0.0,0.0
786,9A185059,New Castle,Crown Equipment Corporation,IC,C51050-65,04/30/20,02:30:24 PM,EDT,5527.1,11.9,0.4,11.5,7.4,0.8
961,6A309036,New Castle,Crown Equipment Corporation,PE,PE4500-80,04/28/20,12:32:29 PM,EDT,769.5,11.8,7.0,4.7,5.3,0.4
962,6A342092,New Castle,Crown Equipment Corporation,PE,PE4500-80,04/30/20,02:48:12 PM,EDT,980.2,39.0,18.0,20.9,21.9,1.6
960,6A308960,New Castle,Crown Equipment Corporation,PR,PR4500-80,04/29/20,05:27:53 PM,EDT,47.2,3.3,2.8,0.6,0.6,0.0
958,6A307751,New Castle,Crown Equipment Corporation,PW,PW3520-80,04/30/20,11:59:59 PM,EDT,320.0,35.1,28.6,6.5,6.5,0.4
129,1A430225,New Castle,Crown Equipment Corporation,RC5500,RC5535-35,04/30/20,11:59:59 PM,EDT,1218.9,70.2,22.0,48.1,36.3,3.5
130,1A559768,New Castle,Crown Equipment Corporation,RC5500,RC5555-40,04/30/20,10:34:15 PM,EDT,994.3,141.1,69.0,72.1,52.5,18.5
131,1A559769,New Castle,Crown Equipment Corporation,RC5500,RC5555-40,04/30/20,11:58:06 PM,EDT,1827.0,346.1,107.3,238.7,167.8,26.8
132,1A559770,New Castle,Crown Equipment Corporation,RC5500,RC5555-40,04/30/20,10:44:51 PM,EDT,1079.3,272.1,105.7,166.4,118.8,27.7
013,1A521875,New Castle,Crown Equipment Corporation,RM6000,RM6095S-45,04/30/20,09:40:17 PM,EDT,2568.1,149.1,65.4,83.8,40.1,13.4
014,1A548796,New Castle,Crown Equipment Corporation,RM6000,RM6095S-45,04/30/20,02:59:14 PM,EDT,1003.1,110.3,31.2,79.0,36.9,16.4
015,1A546960,New Castle,Crown Equipment Corporation,RM6000,RM6095S-45,04/30/20,11:59:59 PM,EDT,1662.9,192.3,74.6,117.7,72.0,30.0
012,1A432931,New Castle,Crown Equipment Corporation,RR,RR5725-45,04/30/20,02:50:56 PM,EDT,4058.3,120.4,39.7,80.7,58.8,12.8
134,9A191036,New Castle,Crown Equipment Corporation,SC,SC5245-35,04/30/20,11:59:59 PM,EDT,6269.5,198.8,66.9,131.9,82.4,15.9
135,9A191037,New Castle,Crown Equipment Corporation,SC,SC5245-35,04/30/20,02:59:40 PM,EDT,16531.1,123.9,34.2,89.7,57.6,6.6
306,10147671,New Castle,Crown Equipment Corporation,SHR/SH,SHR5540-35,04/30/20,02:00:32 PM,EDT,1.5,0.1,0.0,0.1,0.0,0.0
240,1A397018,New Castle,Crown Equipment Corporation,SP,SP3550H-30,04/30/20,11:49:25 AM,EDT,398.7,9.9,7.3,2.7,2.2,0.8
476,6A312867,New Castle,Crown Equipment Corporation,TR 4500,TR4500-250,04/30/20,07:55:46 AM,EDT,891.4,59.7,46.9,12.8,14.1,0.0
517,9A164505,New Castle,Crown Equipment Corporation,WAVE,WAV50-118,04/30/20,08:36:22 AM,EDT,1080.9,1.3,1.0,0.4,0.2,0.0
591,9A198237,New Castle,Crown Equipment Corporation,WAVE,WAV50-118,04/30/20,02:13:10 PM,EDT,231.9,2.4,1.6,0.8,0.2,0.0
840,10131513,New Castle,Crown Equipment Corporation,WP,WP3030-45,04/30/20,01:41:16 AM,EDT,106.8,16.4,13.4,3.0,3.0,0.3
107 F,10136503,NKO,Crown Equipment Corporation,FC,FC5225-60,04/30/20,04:34:18 PM,EDT,73.7,30.5,20.7,9.8,5.6,3.0
838 F,10127391,NKO,Crown Equipment Corporation,PW,PW3520-80,04/30/20,12:21:55 PM,EDT,31.9,8.9,7.2,1.6,1.6,0.1
005 F,1A466678,NKO,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,10:28:29 PM,EDT,6866.8,251.8,130.3,121.5,96.7,42.9
071 F,1A484690,NKO,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,11:59:59 PM,EDT,5184.0,115.8,63.7,52.1,40.8,17.8
076 F,1A548981,NKO,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,11:59:59 PM,EDT,2094.7,287.5,132.1,155.5,120.6,63.7
628 M,GS3004-,NKO,Genie Lift,Scissor Lift,GS-1930,04/30/20,02:20:01 PM,EDT,399.0,39.2,39.2,0.0,0.0,0.0
334 F,10154201,NKO,Crown Equipment Corporation,SHR/SH,SHR5540-35,04/30/20,11:02:18 PM,EDT,334.2,79.5,41.5,38.1,16.6,8.6
515 F,9A133803,NKO,Crown Equipment Corporation,WAVE,WAV50-118,04/30/20,09:44:08 PM,EDT,660.9,16.9,11.2,5.7,3.6,0.3
522 F,9A175858,NKO,Crown Equipment Corporation,WAVE,WAV50-118,04/30/20,10:24:11 PM,EDT,3350.0,83.7,70.2,13.5,8.8,1.0
836 F,7A268659,NKO,Crown Equipment Corporation,WP,WP3035-45,04/30/20,09:53:59 AM,EDT,75.7,13.9,11.6,2.3,2.3,0.1
509 F,10031060,Plant 1,Crown Equipment Corporation,WAVE,WAV60-118,04/29/20,01:57:13 PM,EDT,328.0,9.4,6.5,3.0,1.4,0.2
527 F,10028567,Plant 1,Crown Equipment Corporation,WAVE,WAV60-118,04/30/20,03:18:33 PM,EDT,281.9,34.3,27.9,6.4,4.2,0.6
809 F*,6A326369,Plant 10,Crown Equipment Corporation,PR,PR4500-80,04/30/20,11:59:59 PM,EDT,2824.6,157.2,129.5,27.7,32.7,3.5
962 F,6A320229,Plant 10,Crown Equipment Corporation,PW,PW3520-80,04/30/20,06:29:11 AM,EDT,52.9,2.3,1.8,0.5,0.5,0.0
009 F,1A515167,Plant 10,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,02:38:13 PM,EDT,1266.3,55.8,25.9,29.9,22.1,5.4
063 F,1A441755,Plant 10,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,02:41:34 PM,EDT,745.9,10.1,4.7,5.4,3.4,0.9
068 F,1A465928,Plant 10,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,01:53:35 PM,EDT,2295.7,152.0,95.9,56.1,43.3,20.1
147 F,9A205987,Plant 10,Crown Equipment Corporation,SC,SC5225-35,04/30/20,11:59:59 PM,EDT,10711.2,201.6,63.9,137.6,109.6,35.8
173 F,9A194687,Plant 10,Crown Equipment Corporation,SC,SC5225-35,04/30/20,06:29:44 PM,EDT,13155.4,237.0,87.5,149.5,117.8,44.2
686 M,GS4616P-,Plant 10,Genie Lift,Scissor Lift,GS-2032,04/29/20,09:57:36 AM,EDT,0.5,9.7,9.7,0.0,0.0,0.0
690 M,GS32P-,Plant 10,Genie Lift,Scissor Lift,GS-2032,04/28/20,01:00:08 PM,EDT,1.0,6.6,6.6,0.0,0.0,0.0
302 F,6A310684,Plant 10,Crown Equipment Corporation,SHR/SH,SHR5540-35,04/29/20,01:02:43 PM,EDT,30612.7,17.5,7.6,9.9,5.1,1.0
306 F,10154198,Plant 10,Crown Equipment Corporation,SHR/SH,SHR5540-35,04/30/20,09:01:28 AM,EDT,66.4,6.8,3.0,3.8,2.0,0.3
233 F,1A449467,Plant 10,Crown Equipment Corporation,TSP,TSP6000-30,04/30/20,06:44:36 AM,EDT,9764.9,203.5,28.9,174.6,72.5,66.1
234 F,1A311712,Plant 10,Crown Equipment Corporation,TSP,TSP6000-30,04/30/20,09:29:25 PM,EDT,39168.1,240.0,17.6,222.3,94.3,91.3
235 F,1A311648,Plant 10,Crown Equipment Corporation,TSP,TSP6000-30,04/30/20,11:59:59 PM,EDT,37714.1,111.5,12.2,99.3,42.1,35.8
501 F,9A164098,Plant 10,Crown Equipment Corporation,WAVE,WAV50-118,04/30/20,10:14:36 AM,EDT,908.4,14.6,8.7,5.9,2.6,0.3
064 M *,1A449962,Plant 11,Crown Equipment Corporation,RR,RR5725-45,04/30/20,01:36:34 PM,EDT,1442.0,18.7,10.8,7.9,4.8,1.9
609 M,9A192052,Plant 14,Crown Equipment Corporation,IC,C51050-65,04/30/20,02:37:38 PM,EDT,4515.6,28.8,0.1,28.7,19.2,1.3
780 M,10079368,Plant 14,Crown Equipment Corporation,IC,C51000-50,04/30/20,02:33:47 PM,EDT,680.1,5.4,0.0,5.4,2.8,0.2
105 M *,1A472711,Plant 14,Crown Equipment Corporation,RC5500,RC5535-35,04/30/20,02:50:05 PM,EDT,1379.6,55.5,27.1,28.4,17.6,5.3
601 M,GS4608-,Plant 14,Genie Lift,Scissor Lift,GS-2032,04/27/20,02:19:04 PM,EDT,0.0,11.9,11.9,0.0,0.0,0.0
603 M,32668,Plant 14,Genie Lift,Scissor Lift,GS-2032,04/30/20,07:57:46 AM,EDT,857.1,44.3,44.3,0.0,0.0,0.0
616 M,32666,Plant 14,Genie Lift,Scissor Lift,GS-2032,04/30/20,11:38:36 AM,EDT,402.0,13.5,13.5,0.0,0.0,0.0
631 M,GS32P-,Plant 14,Genie Lift,Scissor Lift,GS-2032,04/30/20,11:25:23 AM,EDT,0.0,22.3,22.3,0.0,0.0,0.0
682 M,GS46P-,Plant 14,Genie Lift,Scissor Lift,GS-3246,04/30/20,02:52:56 PM,EDT,7.3,63.9,58.7,5.3,5.3,0.0
687 M,GS30P-,Plant 14,Genie Lift,Scissor Lift,GS-2032,04/30/20,02:34:29 PM,EDT,0.0,10.4,10.4,0.0,0.0,0.0
712 M,GS32P-,Plant 14,Genie Lift,Scissor Lift,GS-2646,04/28/20,02:09:40 PM,EDT,0.0,17.4,17.4,0.0,0.0,0.0
725 M,GS32P-,Plant 14,Genie Lift,Scissor Lift,GS-2032,04/16/20,10:29:53 AM,EDT,1.0,2.7,2.7,0.0,0.0,0.0
733 M,GS3016P-,Plant 14,Genie Lift,Scissor Lift,GS-2032,04/23/20,01:34:10 PM,EDT,0.0,12.2,12.2,0.0,0.0,0.0
517 M,10173531,Plant 14,Crown Equipment Corporation,WAVE,WAV60-118,04/30/20,10:56:52 AM,EDT,51.4,18.6,13.1,5.5,2.0,0.9
532 M,10146050,Plant 14,Crown Equipment Corporation,WAVE,WAV60-118,04/22/20,12:44:35 PM,EDT,104.2,3.2,2.0,1.2,0.7,0.3
727 F,62524,Plant 3,Hubtex,Hubtex,MD 37 2128-PU,04/30/20,03:30:09 PM,EDT,4990.6,61.0,29.4,31.6,7.4,9.8
820 M,10065688,Plant 3,Crown Equipment Corporation,PR,PR4500-80,04/29/20,11:58:52 PM,EDT,238.1,60.9,50.4,10.5,11.5,0.2
976 O,10045659,Plant 3,Crown Equipment Corporation,PW,PW3520-80,04/30/20,09:38:57 PM,EDT,253.5,35.4,27.5,7.9,7.9,0.2
154 F,1A481011,Plant 3,Crown Equipment Corporation,RC5500,RC5535-35,04/30/20,10:35:40 PM,EDT,3805.3,204.4,129.4,75.0,60.4,29.2
003 F,1A548982,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,01:32:16 PM,EDT,510.1,32.2,12.7,19.5,13.8,4.0
021 F,1A396439,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,10:40:22 PM,EDT,10081.0,129.6,28.5,101.1,75.9,22.1
028 F,1A396909,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,11:59:59 PM,EDT,28230.8,425.3,116.7,308.6,177.0,74.8
029 F,1A470971,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,11:59:39 PM,EDT,13248.6,393.2,116.7,276.5,165.8,56.9
030 F,1A419200,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,11:59:59 PM,EDT,13451.2,224.6,64.4,160.2,111.2,51.1
033 F,1A517112,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,03:27:16 PM,EDT,292.9,55.6,46.3,9.4,6.1,3.0
035 F,1A414825,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,02:27:27 PM,EDT,11659.4,133.0,36.4,96.6,72.0,25.3
041 F,1A449148,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,11:59:59 PM,EDT,6115.9,291.0,202.8,88.2,69.6,30.4
062 F,1A426730,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,04/30/20,11:59:59 PM,EDT,21981.9,362.4,98.1,264.3,161.6,53.8
618 M,GS3007A-,Plant 3,Genie Lift,Scissor Lift,GS-2032,04/30/20,01:45:22 PM,EDT,399.0,36.9,36.9,0.0,0.0,0.0
630 M,GS3007A-,Plant 3,Genie Lift,Scissor Lift,GS-2032,04/22/20,10:08:02 AM,EDT,0.0,1.2,1.2,0.0,0.0,0.0
347 F,5A528584,Plant 3,Crown Equipment Corporation,SX,SX3000-30,04/30/20,02:33:01 PM,EDT,2057.1,23.9,12.5,11.4,9.5,2.8
371 F,10180109,Plant 3,Crown Equipment Corporation,SX,SX3000-40,04/30/20,05:05:33 AM,EDT,3.4,5.8,4.0,1.8,1.8,0.6
426 F,10180137,Plant 3,Crown Equipment Corporation,TR 4500,TR4500-250,04/30/20,09:16:28 PM,EDT,54.9,69.7,53.9,15.7,17.3,0.0
526 F,9A229642,Plant 3,Crown Equipment Corporation,WAVE,WAV60-118,04/30/20,04:37:30 PM,EDT,1075.3,32.1,13.8,18.3,10.4,2.8
588 M,9A193213,Plant 3,Crown Equipment Corporation,WAVE,WAV50-118,04/30/20,08:50:43 AM,EDT,1066.0,14.3,9.6,4.7,1.9,0.4
979 F,10141048,Plant 3,Crown Equipment Corporation,WP,WP3035-45,04/30/20,08:39:15 PM,EDT,24.8,16.9,14.4,2.5,2.5,0.3
128 F,10087924,Plant 4,Crown Equipment Corporation,FC,FC5225-60,04/30/20,11:48:46 PM,EDT,797.9,125.6,89.6,36.0,23.2,5.6
660 F,9A193237,Plant 4,Crown Equipment Corporation,IC,C51050-65,04/30/20,09:48:38 AM,EDT,5728.2,27.1,0.0,27.1,15.6,1.2
931 I,10056125,Plant 4,Crown Equipment Corporation,PE,PE4500-80,04/30/20,03:52:06 PM,EDT,195.7,92.7,87.1,5.6,6.6,0.3
883 O,10092861,Plant 4,Crown Equipment Corporation,PW,PW3520-80,04/30/20,11:10:40 PM,EDT,745.9,103.4,69.4,34.0,34.0,1.0
102 M,1A536908,Plant 4,Crown Equipment Corporation,RC5500,RC5535-35,04/30/20,11:59:59 PM,EDT,2804.9,309.7,146.2,163.5,133.3,13.7
112 M*,1A371577,Plant 4,Crown Equipment Corporation,RC5500,RC5535-35,04/30/20,11:50:28 AM,EDT,14183.0,320.4,179.3,141.2,116.6,14.7
113,1A409338,Plant 4,Crown Equipment Corporation,RC5500,RC5520-30,04/30/20,05:40:36 PM,EDT,1307.4,123.6,47.1,76.4,62.7,14.9
611 M,GS3004-,Plant 4,Genie Lift,Scissor Lift,GS-2032,04/30/20,09:34:02 AM,EDT,631.2,17.5,17.5,0.0,0.0,0.0
684 M,GS3216P-,Plant 4,Genie Lift,Scissor Lift,GS-2032,04/30/20,10:14:29 AM,EDT,65.0,26.6,26.6,0.0,0.0,0.0
315 I,10022827,Plant 4,Crown Equipment Corporation,SHR/SH,SHR5540-35,04/30/20,02:24:07 PM,EDT,831.3,36.9,17.2,19.7,12.0,1.5
506 F,10082882,Plant 4,Crown Equipment Corporation,WAVE,WAV60-118,04/30/20,03:08:15 PM,EDT,212.4,48.8,37.9,10.8,4.9,2.0
531 F,10146051,Plant 4,Crown Equipment Corporation,WAVE,WAV60-118,04/30/20,01:29:14 PM,EDT,169.2,154.2,141.2,12.9,5.1,2.0
822 I,7A300606,Plant 4,Crown Equipment Corporation,WP,WP3035-45,04/29/20,10:36:27 AM,EDT,103.9,1.3,1.1,0.2,0.2,0.0
823 I,7A318311,Plant 4,Crown Equipment Corporation,WP,WP3030-45,04/30/20,10:37:54 PM,EDT,391.5,273.2,264.6,8.6,8.6,0.8
974 I,7A256405,Plant 4,Crown Equipment Corporation,WP,WP3045-45,04/30/20,12:47:27 PM,EDT,370.5,26.8,18.7,8.1,8.1,0.2
100 F *,9A183304,Plant 4 DC,Crown Equipment Corporation,FC,FC-POWERUNIT,04/30/20,11:59:53 PM,EDT,9499.4,198.9,96.0,102.9,78.5,0.0
159 F *,9A213828,Plant 4 DC,Crown Equipment Corporation,FC,FC4525-55,04/30/20,11:43:47 PM,EDT,7110.0,154.7,65.5,89.3,66.6,8.4
164 F *,10023109,Plant 4 DC,Crown Equipment Corporation,FC,FC5225-55,04/30/20,11:59:59 PM,EDT,3594.8,89.6,25.6,64.1,46.6,11.6
826 F *,6A342392,Plant 4 DC,Crown Equipment Corporation,PE,PE4500-80,04/30/20,04:37:58 PM,EDT,2394.8,118.9,91.5,27.4,35.6,1.8
804 F *,6A335429,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,04/30/20,11:54:00 PM,EDT,3606.6,83.5,35.8,47.8,54.3,2.4
